,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
96901,gdb_96902,CN=C1OC2(C)COC12,3.1114,1.28484,1.06348,2.9536,75.74,-0.2476,0.0083,0.2559,1190.3906,0.146088,-439.055219,-439.046396,-439.045451,-439.089121,31.953,-1731.3669844991,-1741.828187038,-1751.903471542,-1609.507246735
96911,gdb_96912,CN=C1OC2(CC2)C=C1,4.86883,1.03665,0.92248,3.4884,87.8,-0.2175,-0.0294,0.1881,1305.8077,0.147241,-401.951841,-401.943533,-401.942589,-401.984853,31.448,-1803.17221186,-1813.957209043,-1824.033121056,-1681.010014758
96920,gdb_96921,CN=C1OC2C(C#C)C12,2.77553,1.34336,1.08736,1.85,78.26,-0.246,0.0074,0.2534,1147.55,0.122209,-400.673439,-400.664896,-400.663952,-400.707023,31.351,-1628.815071156,-1637.675498236,-1646.565418239,-1520.382770974
96930,gdb_96931,CN=C1OC2C(O)C12N,2.52955,1.37699,1.12069,1.1394,72.12,-0.2417,0.0152,0.2569,1149.2933,0.134756,-455.093613,-455.084574,-455.08363,-455.127327,33.311,-1606.8553937011,-1616.291874043,-1625.774790051,-1491.255058212
96948,gdb_96949,CN=C1OC2C3OC1C23,4.27408,1.36752,1.22224,2.9862,71.19,-0.2334,0.0055,0.2389,1032.7519,0.124877,-437.835344,-437.828191,-437.827247,-437.867364,27.315,-1593.7360630381,-1603.468100119,-1612.358020122,-1484.066315108
96955,gdb_96956,CN=C1OC2C3OC3C12,3.96811,1.29325,1.23577,3.1153,70.8,-0.25,0.0216,0.2716,1055.613,0.123718,-437.815189,-437.807663,-437.806718,-437.847675,28.118,-1581.088619143,-1590.586595367,-1599.475887861,-1471.711290407
96962,gdb_96963,CN=C1OC2CC1(C)C2,2.69728,1.53734,1.16856,2.3155,82.24,-0.2415,0.0371,0.2786,1133.2806,0.171174,-403.147326,-403.1387,-403.137756,-403.180802,32.725,-1925.498188811,-1937.86074362,-1949.122647643,-1790.256194113
96970,gdb_96971,CN=C1OC2CC1C2O,4.18658,1.10856,1.06892,2.8456,75.46,-0.2387,0.0316,0.2703,1191.0152,0.148035,-439.063711,-439.055482,-439.054538,-439.096936,31.06,-1736.6957909271,-1747.529733812,-1757.605645825,-1614.41122957
96980,gdb_96981,CN=C1OC2CC2C1C,2.6092,1.49354,1.07878,2.3448,81.36,-0.2383,0.0279,0.2662,1181.2005,0.170915,-403.154814,-403.145954,-403.14501,-403.188626,33.136,-1930.196976203,-1942.412693906,-1953.674597929,-1795.165824529
96990,gdb_96991,CN=C1OC2CCC12C,2.75205,1.35378,1.12441,2.1372,82.2,-0.2429,0.0343,0.2772,1193.4136,0.170183,-403.138288,-403.129131,-403.128187,-403.172419,33.572,-1919.826762469,-1931.856109999,-1943.118014022,-1784.995786166
97003,gdb_97004,CN=C1CC2OCC2O1,3.71143,1.21548,1.0723,2.4869,74.57,-0.2465,0.0265,0.2731,1169.1193,0.148143,-439.082175,-439.074011,-439.073067,-439.115841,29.779,-1748.2821171031,-1759.156848073,-1769.232760086,-1626.274287215
97010,gdb_97011,CC1=NCC(=NC)N1C,3.15324,1.24801,0.91447,1.4772,85.55,-0.2074,0.0081,0.2155,1309.4733,0.170068,-399.365211,-399.355115,-399.35417,-399.40121,35.07,-1901.347877437,-1912.7873665071,-1924.048643021,-1767.32889778
97025,gdb_97026,CN=C1CC=CN1C=O,1.98133,1.82264,0.96068,1.7696,80.07,-0.2256,-0.0223,0.2033,1185.5112,0.135977,-418.042225,-418.033736,-418.032792,-418.07648,30.865,-1711.284813972,-1721.067051773,-1730.549967781,-1596.279984524
97032,gdb_97033,CN=C1CCC(=O)N1C,2.78229,1.38703,0.95253,1.2073,80.71,-0.2385,-0.0011,0.2375,1232.3563,0.159687,-419.263367,-419.254101,-419.253156,-419.297983,33.172,-1849.7107893361,-1860.782558132,-1871.450838641,-1721.561528865
97043,gdb_97044,CN=C1CNC(=O)CO1,4.22523,1.0571,0.89205,1.8407,72.6,-0.2479,0.011,0.2589,1281.9,0.136542,-455.182957,-455.174176,-455.173231,-455.217448,31.158,-1662.919557797,-1672.517935461,-1682.00022396,-1547.806796801
97057,gdb_97058,CC1=C(COC1=NC)N,3.01829,1.24656,0.8977,4.2809,86.51,-0.2003,0.0055,0.2058,1306.2338,0.158703,-419.240764,-419.230914,-419.22997,-419.276118,35.01,-1835.5272034091,-1846.232506949,-1856.901414967,-1707.84104458
97062,gdb_97063,CN=C1OCC(C)C1=O,3.26209,1.20496,0.9134,3.8837,77.67,-0.2464,-0.0625,0.1839,1288.8887,0.146472,-439.116497,-439.107197,-439.106253,-439.151412,32.64,-1769.819481001,-1779.981361747,-1790.05727376,-1648.595409854
97074,gdb_97075,CN=C1COC(=NC)N1,4.48189,0.95574,0.7996,0.4349,81.43,-0.2318,0.0068,0.2386,1436.2322,0.147212,-435.293781,-435.284151,-435.283207,-435.329476,33.017,-1720.1916767181,-1730.145851985,-1740.221763998,-1599.096872425
97083,gdb_97084,CN=C1NCC(O1)C#N,3.3372,1.09945,0.86938,3.0033,73.65,-0.2387,-0.0067,0.2321,1294.2442,0.125129,-434.086899,-434.078216,-434.077272,-434.121142,30.438,-1590.713979694,-1599.485300496,-1608.375220499,-1482.078994105
97091,gdb_97092,CN=C1NCC1(O)C#N,2.45973,1.25849,1.10675,4.692,73.17,-0.2459,-0.0086,0.2372,1177.3867,0.122374,-434.054332,-434.044579,-434.043635,-434.08952,33.511,-1570.277894091,-1578.377780263,-1587.267700266,-1462.235904507
97100,gdb_97101,CN=C1OCC1(O)C=O,2.75799,1.18865,1.0419,2.3112,69.62,-0.2612,-0.0544,0.2068,1202.9998,0.121771,-475.014889,-475.005752,-475.004808,-475.049388,31.926,-1569.72631368,-1578.212745396,-1587.102665399,-1461.356136889
97116,gdb_97117,CN=C1OCC1C(C)=O,2.54562,1.25585,0.94332,1.9472,75.99,-0.2513,-0.0242,0.2271,1279.2176,0.145384,-439.100678,-439.09102,-439.090075,-439.136238,33.29,-1759.8929161301,-1769.830148654,-1779.905433158,-1639.073588288
97125,gdb_97126,CN=C1OCC1CC#C,2.35806,1.20721,0.83838,2.083,80.47,-0.2473,0.0261,0.2734,1370.5845,0.145576,-401.906019,-401.896394,-401.89545,-401.941498,33.789,-1774.418494462,-1784.377062292,-1794.452974305,-1653.804362063
97131,gdb_97132,CN=C1OCC1OC=N,2.5685,1.14261,0.83247,2.6321,74.19,-0.258,0.0024,0.2604,1366.0206,0.134714,-455.123699,-455.114321,-455.113377,-455.159289,31.734,-1625.734629475,-1634.958384266,-1644.441300274,-1511.31150087
97141,gdb_97142,CN=C1CC2(CO2)CO1,4.68269,1.00021,0.90818,2.9747,75.83,-0.2449,0.0273,0.2721,1313.6994,0.146843,-439.077862,-439.069148,-439.068204,-439.112445,31.361,-1745.575670786,-1756.105271806,-1766.181183819,-1624.143266651
97157,gdb_97158,CN=C1CC2OC2CO1,4.10098,1.15809,0.96833,1.8204,74.12,-0.2459,0.0231,0.2691,1217.5719,0.147838,-439.073029,-439.064703,-439.063759,-439.106868,30.571,-1742.5429197891,-1753.315994301,-1763.391906314,-1620.643648958
97163,gdb_97164,CN=C1OCC2CCN12,3.24299,1.38891,1.07614,3.5798,78.78,-0.2176,0.0492,0.2668,1159.6416,0.16105,-419.20023,-419.191883,-419.190939,-419.234077,30.32,-1810.091753603,-1821.74020317,-1832.409111188,-1681.459938711
97172,gdb_97173,CN=C1OCC=CC1O,2.36912,1.59868,1.01452,3.0,76.35,-0.2541,-0.0008,0.2533,1172.3819,0.147238,-439.092722,-439.08388,-439.082936,-439.127094,32.168,-1754.900454526,-1765.349734394,-1775.425646407,-1633.335645992
97189,gdb_97190,CN=C1COCC(=O)O1,2.7076,1.39048,0.9531,1.7788,69.81,-0.2682,-0.0224,0.2457,1194.1131,0.123644,-475.052697,-475.044201,-475.043257,-475.086827,29.964,-1593.4511739521,-1602.339838937,-1611.22975894,-1484.84944634
97197,gdb_97198,CN=C1CC(C)OCO1,3.56881,1.08622,0.87286,1.6364,79.34,-0.2458,0.0192,0.2651,1364.4921,0.170775,-440.302471,-440.29327,-440.292325,-440.336731,33.673,-1886.1772198531,-1898.1783294781,-1909.439605992,-1751.171168539
97207,gdb_97208,CN=C1C2(CC2)CCO1,2.33347,1.60305,1.0583,2.5519,82.7,-0.2362,0.0317,0.2678,1190.5094,0.171589,-403.158895,-403.15003,-403.149086,-403.193112,32.706,-1932.757840432,-1944.97042059,-1956.232324613,-1797.980829903
97219,gdb_97220,CN=C1OCCN1C=N,2.5513,1.3869,0.9166,1.6981,79.85,-0.2237,0.0086,0.2323,1263.3951,0.148961,-435.290353,-435.281301,-435.280357,-435.325009,31.508,-1718.040575866,-1728.357451335,-1738.433363348,-1596.293789722
97224,gdb_97225,CN=C1OCCC2CN12,2.83848,1.52651,1.10655,3.8498,79.3,-0.2189,0.0426,0.2614,1132.3362,0.160521,-419.191175,-419.182839,-419.181895,-419.224544,31.096,-1804.409659608,-1816.065011774,-1826.733919792,-1675.477895414
97236,gdb_97237,CN=C1NCCOC1=N,2.94441,1.43301,0.99871,3.7265,79.15,-0.2196,-0.0302,0.1894,1180.8142,0.149201,-435.274705,-435.266154,-435.26521,-435.308456,31.7,-1708.221315034,-1718.852572512,-1728.928484525,-1585.906633245
97240,gdb_97241,CN=C1C(=O)NCCO1,2.52122,1.53819,0.99321,5.4671,74.26,-0.251,-0.0312,0.2198,1173.6826,0.136778,-455.178252,-455.169583,-455.168639,-455.212449,30.972,-1659.967127952,-1669.635786624,-1679.118702632,-1544.66987931
97255,gdb_97256,CN=C1CCOCCO1,3.33118,1.16185,0.92558,1.6219,78.88,-0.2436,0.0206,0.2641,1293.1346,0.171335,-440.279757,-440.270697,-440.269752,-440.314152,33.016,-1871.9239804271,-1884.013568821,-1895.274845335,-1737.002642828
97261,gdb_97262,CC(C#C)(C#C)N=CN,1.98955,1.24806,1.03698,2.5875,84.86,-0.2341,0.0207,0.2548,1271.3898,0.131768,-380.796691,-380.786385,-380.785441,-380.831534,38.126,-1693.885871929,-1702.528553386,-1712.011469394,-1579.506041445
97273,gdb_97274,CC(=O)C(C=O)N=CN,2.37043,1.12621,0.82872,3.6188,74.84,-0.2307,-0.0317,0.199,1372.3395,0.132092,-455.172164,-455.161994,-455.16105,-455.208167,35.249,-1656.1468531601,-1664.8736208231,-1674.356536831,-1541.9828857721
97283,gdb_97284,CN=CN(C=N)C=NC,1.9899,1.06824,0.70111,0.5579,90.51,-0.2297,-0.0114,0.2183,1622.146,0.158141,-415.394222,-415.38403,-415.383086,-415.429707,35.334,-1770.948369692,-1781.438437645,-1792.107345663,-1642.984224376
97299,gdb_97300,CN=CN1C=NCC1=O,3.51558,1.08888,0.84,1.3931,77.49,-0.2519,-0.0289,0.223,1333.7909,0.124794,-434.115528,-434.107273,-434.106329,-434.148777,29.582,-1608.678934855,-1617.718829509,-1626.608749512,-1499.42020532
97309,gdb_97310,CN=CN1CCNC1=O,3.3611,1.07065,0.82691,3.0391,79.57,-0.2313,0.0104,0.2417,1380.716,0.149554,-435.324487,-435.315731,-435.314787,-435.358321,31.464,-1739.459968072,-1749.9625862051,-1760.038498218,-1617.19736953
97315,gdb_97316,CC(=O)C(=N)NC=NC,4.55604,0.73274,0.63619,2.6088,84.24,-0.2328,-0.0737,0.1591,1749.4274,0.145786,-435.298092,-435.288038,-435.287094,-435.333744,35.15,-1722.896868017,-1732.584979468,-1742.660891481,-1601.775080837
97325,gdb_97326,CC(C)C(=O)NC=NC,4.30646,0.66377,0.64574,1.8219,87.97,-0.2472,-0.0126,0.2345,1868.913,0.18055,-420.456534,-420.445694,-420.44475,-420.493577,37.997,-1970.582200425,-1982.443375543,-1994.298275571,-1830.584942525
97334,gdb_97335,CN=CNC(=O)C1CO1,3.70938,0.80481,0.69493,1.5385,77.3,-0.2516,-0.0242,0.2274,1615.4407,0.134892,-455.154021,-455.144848,-455.143904,-455.188719,32.183,-1644.761957373,-1654.114351509,-1663.597267517,-1529.77909074
97347,gdb_97348,CN=CNC(=O)OC=N,7.69945,0.65497,0.60588,2.2377,76.21,-0.2552,-0.0221,0.2332,1784.2203,0.122737,-471.239075,-471.22941,-471.228466,-471.274738,32.533,-1549.529936515,-1557.68441597,-1566.574335973,-1441.529990034
97351,gdb_97352,NC=[NH+]CC(=O)[CH-]C=O,6.36321,0.57946,0.55402,9.5406,82.41,-0.216,-0.0215,0.1945,1919.8702,0.13433,-455.166315,-455.156512,-455.155568,-455.202044,34.267,-1652.476553019,-1661.4336164851,-1670.916532493,-1538.140648165
97365,gdb_97366,CN=COC(C)C(N)=O,3.52626,0.83692,0.75064,3.9575,76.21,-0.2438,0.0192,0.2629,1560.8302,0.156902,-456.383678,-456.373168,-456.372224,-456.420023,36.891,-1788.531171872,-1798.821691963,-1809.490599981,-1661.21085079
97378,gdb_97379,CN=COC(C=O)C#C,2.73525,0.85296,0.67886,1.5192,78.34,-0.2551,-0.0531,0.2021,1622.5012,0.119012,-437.836,-437.825739,-437.824795,-437.873262,34.376,-1594.1477089421,-1601.929448051,-1610.819368054,-1487.76736319
97384,gdb_97385,CN=COC1(CC1)C#C,2.79158,0.98476,0.80861,2.7444,83.44,-0.2484,0.02,0.2684,1468.8158,0.143876,-401.889093,-401.879318,-401.878373,-401.924442,35.229,-1763.797277128,-1773.661718608,-1783.737003112,-1643.101568559
97391,gdb_97392,CN=CNC1=NCCO1,6.18067,0.72701,0.6585,1.7625,82.19,-0.2224,0.0089,0.2314,1700.9641,0.148554,-435.292487,-435.283331,-435.282387,-435.327703,31.706,-1719.379680072,-1729.631294605,-1739.707206618,-1597.984298968
97403,gdb_97404,CN=COC1CC1(C)C,4.61777,0.70129,0.66982,2.717,88.74,-0.2442,0.0261,0.2703,1801.2891,0.190847,-404.336691,-404.325993,-404.325049,-404.372921,38.421,-2043.983810682,-2056.823272331,-2069.271168364,-1897.099013998
97413,gdb_97414,CN=COC1CN=CO1,5.53547,0.78305,0.73574,2.9492,73.92,-0.2611,0.0096,0.2707,1548.5883,0.135631,-455.153268,-455.144595,-455.143651,-455.187911,30.262,-1644.2894430961,-1653.955591732,-1663.43850774,-1529.272063468
97421,gdb_97422,CN=COC1CCC=C1,5.17891,0.73674,0.69412,2.9063,87.25,-0.2394,0.0071,0.2466,1691.6995,0.170475,-403.155791,-403.146497,-403.145553,-403.19146,33.18,-1930.810052496,-1942.753431293,-1954.015335316,-1796.944185035
97435,gdb_97436,CN=COCC(C)C#N,5.35439,0.58811,0.54675,2.4728,82.06,-0.2632,0.0109,0.2742,1994.8265,0.156769,-419.218888,-419.208279,-419.207335,-419.256279,35.845,-1821.799816525,-1832.028840734,-1842.697748752,-1695.391893529
97446,gdb_97447,CN=COCC1CC1O,5.40853,0.58245,0.55617,2.9097,81.58,-0.2413,0.0307,0.272,2017.5493,0.168431,-440.253867,-440.243524,-440.24258,-440.291457,35.947,-1855.6777724171,-1866.962266764,-1878.224170787,-1722.761326073
97450,gdb_97451,CN=COCC1CCC1,6.79983,0.56339,0.53923,2.7719,88.82,-0.2449,0.0278,0.2727,2112.8153,0.193087,-404.332982,-404.32286,-404.321916,-404.369943,35.572,-2041.656379801,-2054.857286634,-2067.305182667,-1895.230292196
97464,gdb_97465,CN=COCCCC#N,12.36878,0.42603,0.4161,4.9974,82.7,-0.2587,0.0152,0.2739,2517.3876,0.157074,-419.217363,-419.206743,-419.205799,-419.25533,35.19,-1820.8428653,-1831.06498691,-1841.733894928,-1694.796387488
97473,gdb_97474,CCC#CC#CC(=O)N,7.25539,0.45202,0.42776,4.3207,97.96,-0.2426,-0.0476,0.195,2476.7902,0.122086,-400.741544,-400.730894,-400.72995,-400.780112,35.137,-1671.5515716011,-1679.0898372181,-1687.979757221,-1566.2467762751
97488,gdb_97489,C#CCC#CC#CCO,7.36762,0.42608,0.41497,1.4607,95.62,-0.2365,-0.0193,0.2172,2514.4439,0.10908,-383.391498,-383.381238,-383.380294,-383.429541,34.621,-1600.8413474451,-1607.7364163371,-1616.033340335,-1502.200697699
97493,gdb_97494,CCC#CC(=O)C#CC,2.29277,0.7202,0.55368,4.2766,92.82,-0.2529,-0.0659,0.187,1991.1016,0.13231,-384.658661,-384.647769,-384.646824,-384.699487,35.433,-1768.145914498,-1776.4215031901,-1785.903791689,-1657.880660527
97506,gdb_97507,CCC#CC(=O)C1CC1,3.91732,0.67004,0.60332,3.4519,89.97,-0.2515,-0.0449,0.2066,1899.2668,0.157405,-385.876395,-385.866375,-385.86543,-385.913996,34.791,-1904.4333391901,-1915.0332212181,-1925.701501727,-1778.7734069221
97512,gdb_97513,OCC#CC(=O)C1CO1,2.5775,0.93342,0.72202,1.6821,72.62,-0.2665,-0.0651,0.2014,1506.3524,0.109831,-457.707557,-457.698115,-457.697171,-457.74377,31.757,-1525.8195089501,-1533.226625186,-1541.523549184,-1425.51847039
97529,gdb_97530,[NH3+]CC#C[C-](C#N)C#N,2.33464,0.61354,0.4871,8.2587,98.13,-0.2689,-0.1176,0.1513,2153.9335,0.094878,-395.699441,-395.687513,-395.686569,-395.74092,37.449,-1484.599070249,-1489.5576463671,-1497.2615743601,-1394.1317252281
97534,gdb_97535,CC(N)(C#N)C#CCO,2.67483,0.79127,0.72273,3.4186,78.35,-0.2634,0.0035,0.2669,1621.8365,0.133744,-417.97044,-417.959865,-417.958921,-418.007452,36.681,-1666.239080407,-1674.712334434,-1684.195250442,-1552.964293272
97541,gdb_97542,CCC#CC(C)(O)C#N,2.59528,0.82948,0.72741,4.0869,82.15,-0.2744,-0.0001,0.2743,1646.3399,0.144253,-401.934459,-401.923754,-401.92281,-401.971437,37.345,-1792.2648504221,-1801.5457085321,-1811.621620545,-1672.5913540141
97556,gdb_97557,CC#CC(C)C#CCO,2.81272,0.60823,0.52108,1.5053,90.33,-0.2401,0.0304,0.2706,2130.4312,0.155318,-385.828368,-385.816741,-385.815797,-385.869185,38.397,-1874.2959644471,-1883.8874395121,-1894.55634753,-1750.6541011231
97561,gdb_97562,CC(C#CC[NH3+])C([O-])=O,3.065,0.81243,0.66471,5.5612,77.85,-0.2542,0.0138,0.268,1667.3923,0.146154,-439.086531,-439.076158,-439.075214,-439.123944,35.799,-1751.0155463071,-1760.5041098961,-1770.580021909,-1631.358992642
97575,gdb_97576,CC(C)C(O)C#CCO,3.48335,0.64342,0.60878,1.3637,84.46,-0.2604,0.0248,0.2852,1918.1516,0.179171,-424.192338,-424.180906,-424.179962,-424.230097,40.073,-1965.6719425001,-1977.162259799,-1989.017159827,-1826.48417121
97588,gdb_97589,CCC#CC(O)C1CC1,2.88416,0.73345,0.6299,1.954,88.64,-0.2478,0.0417,0.2895,1859.1854,0.180363,-387.048915,-387.038205,-387.037261,-387.087395,37.756,-2012.3485719561,-2024.2925782621,-2036.14747829,-1873.8692583271
97597,gdb_97598,CCC#CC(C)CC#N,4.60643,0.56762,0.53336,4.3414,90.1,-0.2591,0.0259,0.285,2092.3523,0.168983,-366.016013,-366.005214,-366.00427,-366.053522,37.336,-1979.773952257,-1990.7735575181,-2002.035461541,-1847.3187250281
97603,gdb_97604,OCC#CC(O)CC#N,4.43252,0.58781,0.54358,4.4642,75.32,-0.2804,0.0032,0.2836,1937.1387,0.121717,-437.85294,-437.842578,-437.841634,-437.890694,34.836,-1604.7777114021,-1612.496072102,-1621.385992105,-1498.706100078
97618,gdb_97619,CCC#CC(C=O)C=O,2.66794,0.7339,0.5961,4.3395,81.41,-0.2498,-0.0631,0.1867,1834.4455,0.131368,-421.814224,-421.803578,-421.802634,-421.853837,34.765,-1729.0872443021,-1737.5165726991,-1746.9994887071,-1617.8047982421
97628,gdb_97629,CCC(C#N)C#CCO,3.04751,0.67592,0.58072,2.684,81.97,-0.2724,0.0096,0.282,1900.7247,0.145469,-401.927913,-401.917292,-401.916347,-401.965945,36.046,-1788.157176508,-1797.490745374,-1807.566029878,-1669.145074586
97633,gdb_97634,OCC#CC(CO)C#N,3.19192,0.66756,0.57866,1.8349,74.73,-0.2746,0.0051,0.2797,1843.3746,0.122293,-437.849619,-437.839381,-437.838437,-437.886933,34.548,-1602.6937540131,-1610.489925829,-1619.379845832,-1496.3460387291
97646,gdb_97647,CCC#CC(CO)OC,2.70465,0.72394,0.61646,1.9938,85.78,-0.2443,0.0403,0.2845,1905.8344,0.179344,-424.183115,-424.171758,-424.170814,-424.222657,38.71,-1959.8844269931,-1971.4218074671,-1983.2767074951,-1821.8155042501
97650,gdb_97651,COC(CO)C#CCO,2.84482,0.69517,0.58413,1.0106,77.95,-0.2591,0.0228,0.2819,1873.2497,0.156322,-460.105984,-460.095008,-460.094063,-460.143985,37.32,-1775.1507974651,-1785.1495258711,-1795.8178063801,-1649.229821453
97661,gdb_97662,CCC#CC1(C)OC1C,2.86624,0.80745,0.6844,1.994,89.9,-0.241,0.0368,0.2779,1749.1685,0.178953,-387.061892,-387.051039,-387.050095,-387.09877,38.469,-2020.4917562491,-2032.3460287681,-2044.200928796,-1881.0071732021
97675,gdb_97676,C1CC(C1)(C#CCO)O,3.08398,0.78492,0.72304,0.9417,81.24,-0.2518,0.0267,0.2784,1634.8245,0.157324,-422.975386,-422.965386,-422.964441,-423.011647,35.83,-1829.8752298461,-1840.4870345451,-1851.155315054,-1703.118411846
97687,gdb_97688,COC1(CC1)C#CCO,2.76551,0.81812,0.70954,1.7066,82.54,-0.2404,0.0279,0.2684,1645.5772,0.15636,-422.961286,-422.950982,-422.950038,-422.997839,36.289,-1821.027352946,-1831.448394909,-1842.117302927,-1694.4537675741
97692,gdb_97693,CCC#CC1(CC1)C#N,2.91854,0.79906,0.69498,4.4098,87.83,-0.2495,0.0156,0.2651,1684.7948,0.146247,-364.792888,-364.783117,-364.782173,-364.828945,34.585,-1840.1036265461,-1849.9712055711,-1860.047117584,-1720.108218021
97703,gdb_97704,CCC#CC1(CC1)C=O,2.66957,0.85776,0.7142,2.9497,87.91,-0.2386,-0.0164,0.2222,1656.4388,0.156721,-385.869072,-385.859033,-385.858089,-385.907151,35.298,-1899.8380907831,-1910.4260501401,-1921.094958158,-1774.4781078171
97712,gdb_97713,OCC#CC12CC(C1)C2,5.07052,0.68075,0.66709,1.325,88.65,-0.2405,0.0268,0.2673,1737.0933,0.159375,-385.802841,-385.794039,-385.793095,-385.838058,32.428,-1858.2775422041,-1869.641730194,-1880.310638212,-1731.12162848
97721,gdb_97722,OCC#CC12CC1CC2,4.93863,0.68099,0.65197,1.99,88.84,-0.2283,0.0269,0.2553,1756.6336,0.158887,-385.828723,-385.819548,-385.818603,-385.863985,33.526,-1874.5187301421,-1885.6488572751,-1896.317137784,-1747.391054323
97731,gdb_97732,C1C=C(CO1)C#CCO,6.2797,0.61117,0.56285,2.192,86.37,-0.2223,-0.0187,0.2036,1898.4138,0.134772,-421.790247,-421.780827,-421.779883,-421.826678,32.028,-1714.0414610091,-1723.2401154401,-1732.723031448,-1600.7622813111
97742,gdb_97743,CCC#CC1C2CC1O2,5.91261,0.66677,0.64613,2.3073,86.38,-0.2354,0.0412,0.2766,1787.4889,0.158338,-385.794534,-385.785688,-385.784744,-385.829621,32.433,-1853.0648249411,-1864.4014025351,-1875.070310553,-1725.827335047
97756,gdb_97757,CCC#CC1CC(=O)O1,5.69114,0.61056,0.60021,4.5888,79.85,-0.2633,0.0096,0.2729,1879.3531,0.134518,-421.830498,-421.821229,-421.820285,-421.867503,32.199,-1739.2993257681,-1748.5927340581,-1758.0756500661,-1626.3803362361
97765,gdb_97766,CCC#CC1CC(O)C1,5.87584,0.54344,0.54018,1.5056,89.94,-0.2382,0.0539,0.2921,2128.3733,0.18135,-387.058142,-387.04798,-387.047036,-387.095786,36.618,-2018.138597499,-2030.4264787371,-2042.281378765,-1879.134686346
97772,gdb_97773,CCC#CC1CC1(C)C,4.12253,0.64891,0.61661,0.1951,98.61,-0.2225,0.0538,0.2762,1968.4168,0.203359,-351.13538,-351.124419,-351.123475,-351.172274,39.818,-2202.93937049,-2216.5036050341,-2229.544497072,-2050.3498894871
97784,gdb_97785,OCC#CC1NC1C#C,2.9995,0.78078,0.66096,1.9933,81.47,-0.247,0.0089,0.256,1659.0792,0.12204,-400.640187,-400.630542,-400.629598,-400.676755,33.871,-1607.9491418881,-1616.11805405,-1625.007974053,-1501.389328562
97790,gdb_97791,CCC#CC1NC1C=O,2.9433,0.73011,0.64106,3.0786,84.18,-0.2419,-0.028,0.2139,1784.1386,0.145483,-401.90496,-401.895061,-401.894117,-401.942782,34.181,-1773.7539624311,-1783.5405927951,-1793.616504808,-1654.6100836191
97802,gdb_97803,CCC#CC1OC1CC,3.73309,0.63954,0.57851,1.9955,90.42,-0.2429,0.0309,0.2738,2017.736,0.180046,-387.054138,-387.043515,-387.04257,-387.091556,37.162,-2015.6260514631,-2027.6246510521,-2039.478923571,-1876.4803232761
97819,gdb_97820,OCC#CC1CC2NC12,5.10473,0.67586,0.64936,3.0072,82.15,-0.2311,0.0367,0.2679,1733.4289,0.147427,-401.858896,-401.849885,-401.84894,-401.894763,32.421,-1744.8483878551,-1755.192246211,-1765.267530715,-1624.4777289481
97826,gdb_97827,CCC#CC1CCC1=O,3.90033,0.6938,0.62703,2.5242,87.6,-0.2297,-0.0207,0.209,1835.9486,0.157226,-385.878449,-385.868628,-385.867684,-385.915751,34.469,-1905.7222426761,-1916.4469989951,-1927.115907013,-1779.8746852171
97833,gdb_97834,OCC#CC1CNC1=O,4.03782,0.68774,0.62469,2.949,76.33,-0.2435,0.0168,0.2603,1735.4826,0.12339,-437.86503,-437.855599,-437.854655,-437.901986,32.249,-1612.3642952121,-1620.666866791,-1629.556786794,-1505.7919317061
97849,gdb_97850,OCC#CC1OCC1O,3.63175,0.73837,0.66006,2.926,74.66,-0.2506,0.0182,0.2688,1680.6102,0.133594,-458.888985,-458.87904,-458.878096,-458.925962,33.723,-1639.3245918881,-1648.193176585,-1657.676092593,-1526.1320084321
97852,gdb_97853,CCC#CC1OCC=C1,4.96603,0.67947,0.65112,1.5163,87.5,-0.2392,0.0131,0.2523,1800.2242,0.158347,-385.864185,-385.854734,-385.85379,-385.901343,33.19,-1896.7714543001,-1907.7283889491,-1918.397296967,-1770.8335355451
97866,gdb_97867,CCC#CCC#CC#C,5.61602,0.47049,0.43763,1.2415,99.67,-0.2415,-0.0135,0.228,2432.3612,0.132653,-347.476672,-347.46623,-347.465286,-347.514111,36.132,-1790.6220318601,-1799.1806271111,-1808.663543119,-1678.4874285781
